,cleaned_tweets,binarized
907,"TwitterSupport  jack Your next fine won't be $100,000 it might be $100,000,000.00.  Now you really pissed people off with your official  Election2020 interference!   TrumpPence2020  Read  nypost article on  Biden that  Twitter and  Fb is blocking here.   ://rb.gy/s8nlbx",1
908,Watch  JoeBiden and check out  Trump’s crazed highlights later.  VoteHimOut  BidenHarrisLandslide2020,0
909,Republicans stop coming for  JoeBiden and his faith!!!   maddow,0
910,"Joe Biden Again Hides in His Basement, After Explosive Revelations    basement  corruption  joebiden",1
911,"Bad Decisions: The Joe Biden Story
Re-airing 11:00 PM est

 JoeBiden spent almost a half-century at the very top of Washington Politics. An experienced insider, he also became known for some of the WORST DECISIONS EVER MADE.  KamalaHarris  VOTE  MAGA",1
912,shannonrwatts  JoeBiden,0
913,TuckerCarlson  JoeBiden  HunterBiden,1
914,Dear  gop stop the bs about anti Catholic bias against  ofdonald aka  AmyConeyBarrett when you are ok with priests claiming  joeBiden is not “Catholic enough”.  gophypocrisy May  amyconanbarrett Roy,0
915,washingtonpost LIARS  MAGA  MAGA2020  KAG2020  KAG Opinion: Joe  Biden Forced Ukraine to Fire Prosecutor for Aid Money,1
916,Is the White House still blocked for posting a true story about Twitter's candidate?  MAGA  KAG  CENSORED   JoeBiden  Liberals  LiberalismIsAMentalDisorder  BidenHarris  Trump  Biden,1
917,DM: it's just something I tell the  MAGAts so that when I rub  JoeBiden's victory in the face they'll figure out that I've been using them to get followers and make creepy gifs. It's going to be hilarious don't tell anyone.,0
918,"DanRather Please share or  RT - TOMORROW: . ABCNews hosts a  TownHall with  Democratic presidential nominee  JoeBiden - moderated by . GStephanopoulos
Watch at 8/7c tomorrow on . ABCNewsLive
and  ABCNetwork -  
 BidenTownHall",0
919,"Pennsylvania: Trump vs Biden 
RMG Research, 10/7-10/12. 800 LV
My Analysis Post:  
 Pennsylvania2020  Election2020
 SwingState  Trump  DonaldTrump  Biden  JoeBiden",0
920,"ByronYork  jack 
 RegulateHighTech 
End  BigTech  Monopolies 
Stop Censorship of  Conservatives 
End  AntiTrust  Exemptions 
 Google  Twitter  Facebook 
 RedChina Owns  SiliconValley 
 RedChina Owns  Biden 
 HunterBidenChinaPayoff 
 BillionAndHalf 
 HunterBiden  RussiaCollusion",1
921,2020Election  DonaldTrump  JoeBiden  JoeWillLeadUs  TrumpIsALoser  TrumpIsALaughingStock  2020debate  BidenCoalition  Biden  BlueWave  BlueWave2020  DemocratParty  Biden2020  VoteBiden  Democrat,0
922,Think about it. Hunter and James Biden they can do any job in any field without any experience. Absolutely ANYTHING! We need to collect their DNA and gene splice it. We have found the LIMITLESS GENE!! Biden  Hunter,1
923,"HeyTammyBruce The news today is about the Democrat Nominee for President, Joe  Biden not his son.
He LIED to all Americans.",1
924,"JoeBiden Are you still running for the senate? 

 stupid  JoeBiden",1
925,SueTurnedBlue  kbt DM: it's just something I tell the  MAGAts so that when I rub  JoeBiden's victory in the face they'll figure out that I've been using them to get followers and make creepy gifs. It's going to be hilarious don't tell anyone.,0
926,"BREAKING
 Biden's campaign manager, Jen O'Malley Dillion, issues stmt saying $383 million was raised in September:

""[W]e have $432 million in the bank.""

 Election2020",0
927,"Sturgis  MotorcycleRally much??
Gov.  Republican  KristiNoem was warned 
And she didn't want to  listen.
This one Gov. is on you &amp; the  GOP,
Spreading  COVID19 all around the country.

 JoeBiden 
 KamalaHarris 
 TrumpRallies  SouthDakota  CoronaVirus",0
928,"Twitter and  Facebook are being criticized after locking individuals’ accounts, including a senior White House official, for posting an article allegedly linking Democratic presidential nominee Joe  Biden to a Ukrainian energy firm.",1
929,"2/12/16 Portman, Durbin, Shaheen..Senate Ukraine Caucus Reaffirm Commitment to Help Ukraine Take on Corruption | Senator Rob Portman -    Ukraine  HunterBiden  JoeBiden  SenateUkraineCaucus   February2016BipartisanLetter",0
930,ABC  CBSNews  NBCNews  CNN  MSNBC  cspan  pbsnewshour  TheView  GMA  TodayShow  USA  Biden  Biden2020  BidenHarris2020  bidenharris  JoeBiden  kamalaharris  MichelleObama  hillaryclinton  democrats  TheDemocrats  MeidasTouch  TrumpDevastation  ProjectLincoln,0
931,"Goldman Sachs ( $GS ) rakes in the cash this quarter 👑🇺🇸

$SPY $QQQ $JPM $C $MS

 rudereport  2020election  trump  biden  covid19  stimulus",0
932,"Twitter APOLOGIZES after Trump threatened to remove protections   via  MailOnline 

 HunterBidenEmails  HunterBiden  HunterBidensCrackpipe 

An apology from  jack is worth just that, Jack...

 Biden  Burisma  TwitterCensorship",0
933,"Only  Death could keep me from voting for  JoeBiden,  KamalaHarris,  JaimeHarrison, and  JamesClyburn.  

I am showing just part of my ballot.
 VoteBidenHarris2020  
 VoteCOVID45Out
 VoteJaimeHarrison 
 SendLindseyHome",0
934,"JoeBiden has been compromised by Russia &amp; China. 
 He can't hold a security clearance. He's a National Security risk.  An investigation into his family's corruption should be started by DOJ.    via  YouTube",1
935,"DanScavino  Kate18660449  joebiden  HunterBiden grifters ... racketeers... guilty as sin. Must watch.
 CNN",1
936,JoeBiden  HunterBiden  NYPost  Obama  Trump  Impeachment  Yovanovich testimony prep.  seanhannity  RealCandaceO  TuckerCarlson  EliseStefanik  nypost  DNI_Ratcliffe  LindseyGrahamSC  JohnCornyn,1
937,TX_WalkerRanger  cajun4trump You will never see  JoeBiden dancing.,1
938,"Here’s  JoeBiden advisor to  US president Carter doing secret deals with  Iran’s Ayatollahs. Here’s  Biden again during the Obama’s presidency, who wanted to do deals with Iran’s Islamic Regime via back-channel! Now imagine he becomes the US president!  TRUMP2020  realDonaldTrump",1
939,Too late for  Biden,1
940,What a coincidence -  JoeBiden fights for $2 Billion tax dollars for  Amtrak trains made in  France - one son Beau gets a train station named for him -  HunterBiden gets put on the Board of Amtrak. Just more coincidence ?,1
941,"If you're going to watch a Town Hall tomorrow night in real time then make it  Biden's Town Hall on  ABC. 

NBC Faces Blowback for Holding Trump’s Town Hall Opposite Biden’s",0
942,"How many feel that America's  DOJ, Department of Justice, has become Trump's personal police force? 
 America  democracy  RuleOfLaw  BillBarr  USA  JoeBiden  politics",0
943,"I can't figure out if it's ignorance, stupidity, mental illness or if people are in that much denial of the truth. Listen to this delusional person blatantly lie about many topics. It's actually sad &amp; I pity them. Trump  Biden  Election2020
 WalkAway  MAGA",0
944,"realDonaldTrump Here’s  JoeBiden advisor to  US president Carter doing secret deals with  Iran’s Ayatollahs. Here’s  Biden again during the Obama’s presidency, who wanted to do deals with Iran’s Islamic Regime via back-channel! Now imagine he becomes the US president!  TRUMP2020  realDonaldTrump",1
945,"It's okay.  Twitter is protecting the  USelection from interference by interfering 🧐

 biden  hunter  trump  censorship  publisher  230immunity",0
946,censorship by Facebook and Twitter for  JoeBiden,1
947,"Another interesting tidbit--Chief Justice  Roberts and  Kavanaugh were ALSO part of Bush's legal team. Could the REAL reason  TrumpGOP is RAMMING THROUGH  AmyConeyBarrett be in anticipation of  Trump v  Biden ballot recount? Hmm

 TheResistance  WednesdayThoughts  FBRParty",0
948,"DaveCuzo Where do u get this horrible idea friend?
From  Trump?? 
 Democrats 
 BarackObama &amp;  JoeBiden
Fixed our country after 
The failing  Republican  IraqWar.
Our country is back in the ditch
Courtesy of  GOP  DonaldTrump.
Please
Do ur homework.
 JoeBiden can fix it again!
Cheers!  CNN",0
949,censorship by the  MainStreamMedia and  BigTech to help  JoeBiden,1
950,"ProjectLincoln  President  Biden love the sound of it.

 VoteBidenHarris2020 for President and VP!",0
951,"If  joebiden is elected,  China will OWN America...Twitter and Facebook are already censoring - doing EXACTLY what China does to its people!   neverbiden  ohio  pennsylvania  arizona  georgia  nevada  florida  POC  Latinos  WalkAwayFromDemocrats",1
952,maddow  bitmojimaddow  kamala  KamalaHarris  biden  BidenHarris  BidenHarris2020  Biden2020,0
953,"ProjectLincoln But is he gonna vote for  JoeBiden and encourage others to vote for Joe Biden after seeing how  DonaldTrump politicized the  COVID19 pandemic and lied about it resulting in 216,000 deaths so far?

Sounds like a NO from his comments.

Therefore, he is a COMPLICIST COWARD!",0
954,stillgray  HunterBiden  JoeBiden  China  Burisma  BohaiHarvest  RosemontSeneca  AmericoreHoldings  FBIRaids  JimBiden  BidenSpyGate Reference here:,0
955,"What's the hot money on....

 Biden owwwt by Saturday,

or...

 Biden's owwwt on Monday❓❓❓",0
956,kayleighmcenany  TrumpPence2020  censorship  Twitter  Hunter  JoeBiden  Harris,1
957,"2020 Polling Averages

Courtesy of  nytimes.

 2020Election  Election2020  Elections2020  Trump  Biden",0
958,Indian-Americans are with Democrats Analysis via  JoeBiden  htTweets,0
959,Agreed. I want a  President who will unite our country and works to extinguish  covid19 and protect us. I don't think that is too much to ask.  trump can't do it.  Biden can. I  voted for  BidenHarris2020 and had an all  blue ballot.,0
960,Yup -- Twitter is not pushing some alleged fact-check on the Ukrainian prosecutor  JoeBiden admits to pushing out.  But has nothing on the smoking gun emails alleging to show Biden has been lying about NOT meeting Hunter's bosses there.,1
961,"seanhannity  LawrenceBJones3  kayleighmcenany  LindseyGrahamSC  SenRonJohnson  dbongino  PeteHegseth  HeyTammyBruce  mercedesschlapp  JoeBiden  CNN  MSNBC  ABC  realDonaldTrump  Hannity&gt;Dems ""radical"" agenda BASED ON SCIENCE recognized by every notable scientific org&gt;Global Warming is urgent problem&gt;We need strong measures via biz &amp; gov to conserve energy &amp; switch to renewables- financed by higher taxes on the rich- especially inherited wealth&gt; Biden",0
962,chrispavlovski  dbongino  JoeBiden fought to get almost $2 Billion US tax dollars so  Amtrak could buy high speed rail trains from  France. One son gets a trains station named after him -  Hunter gets a seat on the  Amtrak Board,1
963,TuckerCarlson I don't despise her. But I did vote for Joe  Biden because  TrumpIsANationalDisgrace,0
964,"ABC-tv has got to ramp up  Biden's TownHall.
24 hour ads, all media.......... show NBC........",0
965,"Biden won't rule out the veracity of a story that Twitter has censored. 
 Twitter  censorship  Biden  HunterBiden  Election2020",0
966,"Media can’t  have it both ways. They can talk mistruths about  Trump all the time, but when it comes  Biden, the media tries to have integrity. Sorry, not buying it. Sad, that the fbi had this info, almost a year.",1
967,Go  JoeBiden. Let's get you in the  WhiteHouse.💙🇺🇸😷,0
968,"When  censorship is trending, on the most censorial platform in the world .... Twitter 

 Biden  HunterBidenEmails  HunterBiden  HunterBidensCrackpipe 

Just realised you've gone too far  Jack ?",1
969,"This is a  Biden supporter using the liberal Washington Post to debunk your racial police brutality claim. The numbers over at least the last 5 yrs says there isn't more police brutality based on race. No, it's not being factored by overall number either.",0
970,"Just In: Joe Biden campaign says they raised $383 million in September and now has $432 million of cash on hand. Watch the riots get dialed up now, they need a big distraction.  BidenRiots  JoeBiden",1
971,"BradleyWhitford 

This is hilarious! Most I’ve smiled in a long time. I binged the show recently &amp; was a fan originally. I don’t know the answers. 

Great look tonight. Last saw you in Saving Mr. Banks. 4x. Tonight’s a big change. 

 JoeBiden 
 BidenHarris2020",0
972,"NCRonline I'm voting for Democrats. 
They support national healthcare
and in my view, that's pro-life. 
Cut people's healthcare in the middle
of a pandemic is insane.  VOTE  JoeBiden",0
973,"joebiden's not  POTUS yet, and America is already becoming China...CCP censors speech!  realDonaldTrump is RIGHT...USA will be OWNED by China if Biden wins! 
  wisconsin  michigan  minnesota  newhampshire  northcarolina  colorado  oklahoma  iowa  WalkAway",1
974,PhilMcCrackin44  JoeBiden fought to get almost $2 Billion US tax dollars so  Amtrak could buy high speed rail trains from  France. One son gets a trains station named after him -  Hunter gets a seat on the  Amtrak Board,1
975,"realDonaldTrump Democlicans = Republicrats + nothing really 

""They never do anything for us anyway, Nothing will fundamentally change""

ARE YOU BETTER OFF?"" SURPRISING POLL RESULTS!

 realDonaldTrump  JoeBiden  DonaldTrump  NancyPelosi  MitchMcConnell  USABananaRepublic",0
976,BidenReps  Biden  BidenTownHall 💯,0
977,"YOUR  VOTE MATTERS.

We call WWII-era people ""the greatest generation"" for a reason. They sacrificed to prevent evil. They rationed food and supplies and gave the little they had for the war effort.

The least we can do is to vote.

I hope you will vote for  JoeBiden.",0
978,charliekirk11 I wouldn't want  Biden to run a coffee shop let alone bumble through the Presidency.,1
979,"PressSec  Twitter Democlicans = Republicrats + nothing really

""They never do anything for us anyway, Nothing will fundamentally change”

ARE YOU BETTER OFF?"" SURPRISING POLL RESULTS!

 PressSec  JoeBiden  DonaldTrump  NancyPelosi  MitchMcConnell  USABananaRepublic",0
980,"JoeBiden Big thank you to folks like Trimicka!

 Vote  JoeBiden 
 BidenHarrisToSaveAmerica   BidenHarris2020  VoteBidenHarris2020  VOTEBIDEN2020",0
981,"dbongino  Christi41820037 If  joebiden's  lyinBiden is elected, we will all be silenced...it will be too late for investigations.   BidenCrimeFamily  BidenCorruption  NewYorkPost  ohio  pennsylvania  florida  arizona  wisconsin  michigan  minnesota  nevada  newhampshire  northcarolina  maine  california",1
982,"Pelosi waiting until “after the election when Democrats are in charge” (FEBRUARY NOT NOVEMBER)  CNN  COVIDRELIEF 
“Remove Every Democrat” movement is growing.
Where is Joe  Biden’s leadership on this issue?",1
983,"Fxhedgers and what % of all the  Biden cash donations is being taken off the top by all the Dem sharks “advising” and patting ole’ Joe on the head ... “good job Joe, you stated a full sentence without a dementia flub”",1
984,"TeamTrump  realDonaldTrump Democlicans = Republicrats + nothing really

""They never do anything for us anyway, Nothing will fundamentally change”

ARE YOU BETTER OFF?"" SURPRISING POLL RESULTS!

 TeamTrump  JoeBiden  DonaldTrump  NancyPelosi  MitchMcConnell  USABananaRepublic",1
985,coronavirus magically happened just before  2020..then the  soros funded  riots with the  BLM movement...all the same year the  Election2020 is to happen. I bet if  biden gets in..it will all magically disappear! 🤔 Trump  Politics is a dirty game!,1
986,"Why are Facebook and Twitter always protecting  JoeBiden?

Ever see the film  LethalWeapon2",0
